KOX,Coxima
KOY,Koyukon
KOZ,Korak
KPA,Kutto
KPB,"Kurumba, Mullu"
KPC,Curripaco
KPD,Koba
KPE,"Kpelle, Liberia"
KPF,Komba
KPG,Kapingamarangi
KPH,"Kanuri, Central"
KPI,Kofei
KPJ,Karajá
KPK,Kpan
KPL,Kpala
KPM,Koho
KPN,Kepkiriwat
KPO,Ikposo
KPP,"Karen, Paku"
KPQ,Korupun-sela
KPR,Korafe
KPS,Tehit
KPT,Karata
KPU,Kafoa
KPV,Komi-zyrian
KPW,Kobon
KPX,"Koiali, Mountain"
KPY,Koryak
KPZ,Kupsabiny
KQA,Mum
KQB,Kovai
KQC,Doromu
KQD,Koy Sanjaq Surat
KQE,Kalagan
KQF,Kakabai
KQG,Khe
KQH,Kisankasa
KQI,Koitabu
KQJ,Koromira
KQK,"Gbe, Kotafon"
KQL,Kyenele
KQM,Khisa
KQN,Kaonde
KQO,"Krahn, Eastern"
KQP,Kimré
KQQ,Krenak
KQR,Kimaragang
KQS,"Kissi, Northern"
KQT,"Kadazan, Klias River"
KQU,Seroa
KQV,Okolod
KQW,Kandas
KQX,Mser
KQY,Koorete
KQZ,Korana
KRA,Kumhali
KRB,Karkin
KRC,Karachay-balkar
KRD,Kairui-midiki
KRE,Kreen-akarore
KRF,Koro
KRG,"Korowai, North"
KRH,Kurama
KRI,Krio
KRJ,Kinaray-a
KRK,Kerek
KRL,Karelian
KRM,Krim
KRN,Sapo
KRO,Krisa
KRP,Korop
KRQ,Krui
KRR,Kru'ng 2
KRS,Gbaya
KRT,"Kanuri, Tumari"
KRU,Tajuasohn
KRV,Kravet
KRW,"Krahn, Western"
KRX,Karon
KRY,Kryts
KRZ,"Kanum, Sota"
KSA,Shuwa-zamani
KSB,Shambala
KSC,"Kalinga, Southern"
KSD,Kuanua
KSE,Kuni
KSF,Bafia
KSG,Kusaghe
KSH,Kashmiri
KSI,Kosraean
KSJ,Uare
KSK,Kumyk
KSL,Kumalu
KSM,Kumba
KSN,Kasiguranin
KSO,Kofa
KSP,Kaba
KSQ,Kwaami
KSR,Borong
KSS,"Kisi, Southern"
KST,Winyé
KSU,Khamyang
KSV,Kusu
KSW,"Karen, S'gaw"
KSX,Kedang
KSY,Kharia Thar
KSZ,Koraku
KTA,Katua
KTB,Kambaata
KTC,Kholok
KTD,Kokata
KTE,Nubri
KTF,Kwami
KTG,Kalkutung
KTH,Karanga
KTI,"Muyu, Northern"
KTJ,"Krumen, Plapo"
KTK,Kaniet
KTL,Koroshi
KTM,Kurti
KTN,Karitiâna
KTO,Kuot
KTP,Kaduo
KTQ,Katabaga
KTR,Kota Marudu Tinagas
KTS,"Muyu, Southern"
KTT,Ketum
KTU,"Kituba, Kikongo"
KTV,"Katu, Eastern"
KTW,Kato
KTX,Kaxararí
KTY,Kango
KTZ,Ju/'hoan
KUA,"Kuna, Border"
KUB,Kutep
KUC,Gwich'in
KUD,'Auhelawa
KUE,Kuman
KUF,"Katu, Western"
KUG,Kupa
KUH,Kushi
KUI,Kuikúro-kalapálo
KUJ,Kuria
KUK,Kepo'
KUL,Kulere
KUM,Kunama
KUN,Kutenai
KUO,Kumukio
KUP,Kunimaipa
KUQ,Karipuná
KUR,Kurmanji
KUS,Kusaal
KUT,Peere
KUU,"Kuskokwim, Upper"
KUV,Kur
KUW,Kpagua
KUX,Kukatja
KUY,Kwanyama
KUZ,Kunza
KVA,Bagvalal
KVB,Kubu
KVC,Kove
KVD,Kui
KVE,Kalabakan
KVF,Kabalai
KVG,Kuni-Boazi
KVH,Komodo
KVI,Kwang
KVJ,Psikye
KVK,Korean Sign Language
KVL,"Karen, Brek"
KVM,Kendem
KVN,Kurux
KVO,Dobel
KVP,Kompane
KVQ,"Karen, Geba"
KVR,Kerinci
KVS,Kunggara
KVT,"Karen, Lahta"
KVU,"Karen, Yinbaw"
KVV,Kola
KVW,Wersing
KVX,"Koli, Parkari"
KVY,"Karen, Yintale"
KVZ,Tsakwambo
KWA,Kamã
KWB,"Kwa, Ewe"
KWC,Likwala
KWD,Kwaio
KWE,Kwerba
KWF,Kwara'ae
KWG,Kaba Deme
KWH,Kowiai
KWI,Awa-cuaiquer
KWJ,Kwanga
KWK,Kwakiutl
KWL,Kofyar
KWM,Kwambi
KWN,Kwangali
KWO,Kwomtari
KWP,Kodia
KWQ,Kwak
KWR,Kwer
KWS,Kwese
KWT,Kwesten
KWU,Kwakum
KWV,Kaba Na
KWW,Kwinti
KWX,Khirwar
KWY,"Kongo, San Salvador"
KWZ,Kwadi
KXA,Kairiru
KXB,Krobu
KXC,Komso
KXD,Brunei
KXE,Kakihum
KXF,"Karen, Manumanaw"
KXG,Katingan
KXH,Karo
KXI,Keningau Murut
KXJ,Kulfa
KXK,"Karen, Zayein"
KXL,"Kurux, Nepali"
KXM,"Khmer, Northern"
KXN,Kanowit
KXO,Kanoé
KXP,"Koli, Wadiyara"
KXQ,"Kanum, Smärky"
KXR,Koro
KXS,Kangjia
KXT,Koiwat
KXU,Kui
KXV,Kuvi
KXW,Konai
KXX,Likuba
KXY,Kayong
KXZ,Kerewo
KYA,Kwaya
KYB,"Kalinga, Butbut"
KYC,Kyaka
KYD,Karey
KYE,Krache
KYF,Kouya
KYG,Keyagana
KYH,Karok
KYI,Kiput
KYJ,Karao
KYK,Kamayo
KYL,Kabyle
KYM,Kpatili
KYN,Karolanos
KYO,Kelon
KYP,Kang
KYQ,Kenga
KYR,Kuruáya
KYS,"Kayan, Baram"
KYT,Kayagar
KYU,"Kayah, Western"
KYV,Kayort
KYW,Kudmali
KYX,Rapoisi
KYY,Kambaira
KYZ,Kayabí
KZA,"Karaboro, Western"
KZB,Kaibobo
KZC,"Kulango, Bondoukou"
KZD,Kadai
KZE,Kosena
KZF,"Kaili, Da'a"
KZG,Kikai
KZI,Kelabit
KZJ,"Kadazan, Coastal"
KZK,Kazukuru
KZL,Kayeli
KZM,Kais
KZN,Kokola
KZO,Kaningi
KZP,Kaidipang
KZQ,Kaike
KZR,Karang
KZS,"Dusun, Sugut"
KZT,"Dusun, Tambunan"
KZU,Kayupulau
KZV,Komyandaret
KZW,Kariri-xocó
KZX,Kamarian
KZY,Kango
KZZ,Kalabra
LAA,"Subanun, Lapuyan"
LAB,Lamba
LAC,Lacandón
LAD,Laha
LAE,Pattani
LAF,Lafofa
LAG,Langi
LAH,Lahu
LAI,Lambya
LAJ,Lango
LAK,Laka
LAL,Lalia
LAM,Laka
LAN,Laru
LAO,Landoma
LAP,Ganda
LAQ,Laqua
LAR,Larteh
LAS,Lama
LAT,Latvian
LAU,Laba
LAV,Luyana
LAW,Lauje
LAX,Tiwa
LAY,Lama
LAZ,Aribwatsa
LBA,Lui
LBB,Label
LBC,Lakkia
LBE,Lak
LBF,Tinani
LBG,Laopang
LBI,La'bi
LBJ,Ladakhi
LBM,Lodhi
LBN,Lamet
LBO,Laven
LBQ,Wampar
LBR,"Lorung, Northern"
LBS,Libyan Sign Language
LBT,Lachi
LBU,Labu
LBV,Lavatbura-lamusong
LBW,Tolaki
LBX,Lawangan
LBY,Lamu-lamu
LBZ,Lardil
LCC,Legenyem
LCD,Lola
LCE,Loncong
LCF,Lubu
LCH,Luchazi
LCL,Lisela
LCM,Tungag
LCP,"Lawa, Western"
LCQ,Luhu
LCS,Lisabata-nuniali
LDB,Idun
LDD,Luri
LDG,Lenyima
LDH,Lamja-dengsa-tola
LDJ,Lemoro
LDK,Leelau
LDL,Kaan
LDO,Loo
LDP,Tso
LDQ,Lufu
LEA,"Lega-shabunda, Kilega"
LEB,Lala-bisa
LEC,Leco
LED,Lendu
LEE,Lyélé
LEF,Lelemi
LEG,Lengua
LEH,Lenje
LEI,Lemio
LEJ,Lengola
LEK,Leipon
LEL,Lele
LEM,Nomaande
LEN,Lenca
LEO,Leti
LEP,Lepcha
LEQ,Lembena
LER,Lenkau
LES,Lese
LET,Lesing-gelimi
LEU,Kara
LEV,Lamma
LEW,"Kaili, Ledo"
LEX,Luang
LEY,Lemolang
LEZ,Lezgi
LGA,Lungga
LGB,Laghu
LGH,Laghuu
LGI,Lengilu
LGK,Lingarak
LGL,Langalanga
LGM,Lega-mwenga
LGN,Opuuo
LGQ,Logba
LGR,Lengo
LGT,Pahi
LGU,Longgu
LGZ,Ligenza
LHA,Laha
LHL,"Lohar, Lahul"
LHM,Lhomi
LHN,Lahanan
LHP,Lhokpu
LHT,Toga
LIA,"Limba, West-central"
LIB,Likum
LIC,Hlai
LID,Nyindrou
LIE,Likila
LIF,Limbu
LIG,Ligbi
LIH,Lihir
LII,Lingkhim
LIJ,Ligurian
LIK,Lika
LIL,Lillooet
LIM,Limbum
LIN,Lingala
LIO,Liki
LIP,Sekpele
LIQ,Libido
LIR,Liberian English
LIS,Lisu
LIT,Lithuanian
LIU,Logorik
LIV,Liv
LIW,Lembak
LIX,Liabuku
LIY,Banda-bambari
LIZ,Libinza
LJE,Rampi
LJI,Laiyolo
LJL,Li'o
LJP,Lampung
LKA,Lakalei
LKE,Kenyi
LKH,Lakha
LKL,Laeko-libuat
LKN,Lakona
LKR,Päri
LKS,"Saami, Kemi"
LKT,Lakota
LKY,Lokoya
LLA,Lala-roba
LLB,Lolo
LLC,Lele
LLD,Ladin
LLF,Hermit
LLK,Lelak
LLL,Lilau
LLM,Lasalimu
LLN,Lele
LLO,Khlor
LLP,"Efate, North"
LLQ,Lolak
LLS,Lithuanian Sign Language
LLU,Lau
LLX,Lauan
LMA,"Limba, East"
LMB,Merei
LMC,Limilngan
LMD,Lumun
LME,Pévé
LMF,"Lembata, South"
LMG,Lamogai
LMH,Lambichhong
LMI,Lombi
LMJ,"Lembata, West"
LMK,Lamkang
LML,Hano
LMM,Lamam
LMN,Lambadi
LMO,Lombard
LMP,Limburgisch
LMQ,Lamatuka
LMR,Lamalera
LMS,Limousin
LMT,Lematang
LMU,Lamenu
LMV,Lomaiviti
LMW,"Miwok, Lake"
LMX,Laimbue
LMY,Lamboya
LNA,Langbashe
LNB,Mbalanhu
LNC,Languedocien
LND,Lundayeh
LNH,Lanoh
LNI,Lantanai
LNJ,Leningitij
LNL,"Banda, South Central"
LNM,Langam
LNN,Lorediakarkar
LNO,Lango
LNT,Lintang
LNU,Longuda
LNZ,Lonzo
LOB,Lobi
LOC,Inonhan
LOD,Berawan
LOE,"Saluan, Coastal"
LOF,Logol
LOG,Logo
LOH,Narim
LOI,Loma
LOJ,Lou
LOK,Loko
LOL,Loloda
LOM,Loma
LON,"Lomwe, Malawi"
LOO,Lombo
LOP,Lopa
LOQ,Lobala
LOR,Tèèn
LOS,Loniu
LOT,Otuho
LOU,Louisiana Creole French
LOV,Lopi
LOW,"Lobu, Tampias"
LOX,Loun
LOY,Lowa
LOZ,Lozi
LPA,Lelepa
LPB,"Saami, Pite"
LPC,"Saami, South"
LPD,"Saami, Kildin"
LPE,Lepki
LPI,"Saami, Inari"
LPK,"Saami, Skolt"
LPL,"Saami, Lule"
LPR,"Saami, North"
LPT,"Saami, Ter"
LPU,"Saami, Ume"
LPX,Lopit
LRA,Lara'
LRE,Laurentian
LRG,Laragia
LRI,Luri
LRK,Loarki
LRL,Lari
LRN,Lorang
LRO,Laro
LRR,"Lorung, Southern"
LRV,Larevat
LSA,Lasgerdi
LSD,Lishana Deni
LSG,Lyons Sign Language
LSH,Lushai
LSI,Mizo
LSL,Latvian Sign Language
LSO,Laos Sign Language
LSR,Aruop
LSS,Lasi
LTI,Leti
LTN,Latin
LTU,Latu
LTZ,Litzlitz
LUA,Lumbee
LUB,Luba-kasai
LUC,Aringa
LUD,Ludian
LUE,Luvale
LUF,Laua
LUG,Lugbara
LUH,Luba-katanga
LUI,Luiseño
LUJ,Luna
LUK,Lunanakha
LUL,Olu'bo
LUM,Luimbi
LUN,Ontong Java
LUO,Luo
LUP,Lumbu
LUQ,Lucumi
LUR,Laura
LUS,Lusengo
LUT,Lushootseed
LUU,Lumba-yakkha
LUV,Luwati
LUW,Luo
LUX,Luxembourgeois
LUY,Luyia
LVA,Maku'a
LVK,Lavukaleve
LVN,Lunda
LVU,Levuka
LWA,Lwalu
LWE,Lewo Eleng
LWH,"Lachi, White"
LWL,"Lawa, Eastern"
LWO,Luwo
LWT,Lewotobi
LWW,Lewo
LYA,Layakha
LZZ,Laz
MAA,"Mazateco, San Jerónimo Tecóatl"
MAB,"Mixtec, Yutanduchi"
MAC,Malecite-passamaquoddy
MAD,Wichí Lhamtés Vejoz
MAE,Bo-rukul
MAF,Mafa
MAG,Makuráp
MAH,Mangas
MAI,"Maidu, Northwest"
MAJ,"Mazatec, Jalapa De Díaz"
MAK,Makhuwa-meetto
MAL,"Mari, Eastern"
MAM,"Mam, Northern"
MAN,Mankanya
MAO,"Mazatec, Ixcatlán"
MAP,Bedjond
MAQ,"Mazatec, Chiquihuitlán"
MAR,Marghi Central
MAS,Ngile
MAT,"Matlatzinca, San Francisco"
MAU,"Mazateco, Huautla"
MAV,Sateré-mawé
MAW,Mampruli
MAX,"Malay, North Moluccan"
MAY,Mayo
MAZ,Mazahua Central
MBA,Higaonon
MBB,"Manobo, Western Bukidnon"
MBC,Macushi
MBD,"Manobo, Dibabawon"
MBE,Molale
MBF,Maori
MBG,"Nambikuára, Northern"
MBH,Mangseng
MBI,"Manobo, Ilianen"
MBJ,Nadëb
MBK,Malol
MBL,Maxakalí
MBM,Mbama
MBN,Macaguán
MBO,Mbo
MBP,Malayo
MBQ,Maisin
MBR,Nukak Makú
MBS,"Manobo, Sarangani"
MBT,"Manobo, Matigsalug"
MBU,Mbula-bwazza
MBV,Mbulungish
MBW,Maring
MBX,Mari
MBY,Memoni
MBZ,"Mixtec, Amoltepec"
MCA,Maca
MCB,Machiguenga
MCC,Bitur
MCD,Sharanahua
MCE,"Mixtec, Itundujia"
MCF,Matsés
MCG,Mapoyo
MCH,Maquiritari
MCI,Mese~
MCJ,Mvanip
MCK,Mbunda
MCL,Macaguaje
MCM,Malaccan Creole Portuguese
MCN,Masana
MCO,"Mixe, Coatlán"
MCP,Makaa
MCQ,Ese
MCR,Menya
MCS,Mambai
MCT,Mengisa
MCV,Minanibai
MCW,Mawa
MCX,Mpiemo
MCY,"Watut, South"
MCZ,Mawan
MDA,Mada
MDB,Morigi
MDC,Male
MDD,Mbum
MDE,"Maba, Borgu, Ouaddai"
MDF,Moksha
MDG,Massalat
MDH,Magindanaon
MDI,Mamvu
MDJ,Mangbetu
MDK,Mangbutu
MDL,Maltese Sign Language
MDM,Mayogo
MDN,Mbati
MDO,"Gbaya, Southwest"
MDP,Mbala
MDQ,Mbole
MDR,Magori
MDS,Maria
MDT,Mbere
MDU,Mboko
MDV,"Mixtec, Santa Lucia Monteverde"
MDW,Mbosi
MDX,Dizi
MDY,Male
MDZ,Suruí Do Pará
MEA,Menka
MEB,Ikobi-mena
MEC,Mara
MED,Melpa
MEE,Mengen
MEF,Megam
MEG,Mea
MEH,"Mixtec, Southwestern Tlaxiaco"
MEI,Midob
MEJ,Meyah
MEK,Mekeo
MEL,Melanau
MEM,Mangala
MEN,Njen
MEO,"Malay, Kedah"
MEP,Miriwung
MEQ,Merey
MER,Meru
MES,Masmaje
MET,Maasai
MEU,Motu
MEV,Mano
MEW,Maaka
MEY,Hassaniyya
MEZ,Menomini
MFA,"Malay, Pattani"
MFB,Lom
MFC,Mba
MFD,Mendankwe
MFE,Morisyen
MFF,Naki
MFG,Mixifore
MFH,Matal
MFI,Wandala
MFJ,Mefele
MFK,"Mofu, North"
MFL,Putai
MFM,Marghi South
MFN,"Mbembe, Cross River"
MFO,Mbe
MFP,"Malay, Makassar"
MFQ,Moba
MFR,Marithiel
MFS,Mexican Sign Language
MFT,Mokerang
MFU,Mbwela
MFV,Mandjak
MFW,Mulaha
MFX,Melo
MFY,Mende
MFZ,Mabaan
MGA,Mang
MGB,Mararit
MGC,Morokodo
MGD,Moru
MGE,Mango
MGF,Maklew
MGG,Mpongmpong
MGH,Mangala
MGI,Lijili
MGJ,Mini
MGK,Mawes
MGL,Maleu-kilenge
MGM,Mambae
MGN,Mbangi
MGO,Meta'
MGP,"Magar, Eastern"
MGQ,Malila
MGR,Mambwe-lungu
MGS,Manda
MGT,Mongol
MGU,Mailu
MGV,Matengo
MGW,Matumbi
MGX,Omati
MGY,Mbunga
MGZ,Mbugwe
MHA,Manda
MHB,Mahongwe
MHC,Mocho
MHD,Mbugu
MHE,Besisi
MHF,Mamaa
MHG,Margu
MHH,Maskoy Pidgin
MHI,Ma'di
MHJ,Madura
MHK,Mungaka
MHL,Mauwake
MHM,Mòoré
MHN,Mandar
MHO,Mashi
MHP,"Malay, Balinese"
MHQ,Mandan
MHR,Mehri
MHS,Buru
MHT,Mandahuaca
MHU,Digaro
MHV,Arakanese
MHW,Mbukushu
MHX,Maru
MHY,Ma'anyan
MHZ,Mor
MIA,Miami
MIB,"Mixtec, Atatláhuca"
MIC,Micmac
MID,Mandaic
MIE,"Mixtec, Ocotepec"
MIF,Mofu-gudur
MIG,"Mixtec, San Miguel El Grande"
MIH,"Mixtec, Chayuco"
MII,"Mixtec, Chigmacatitlán"
MIJ,Abar
MIK,Mikasuki
MIL,"Mixtec, Peñoles"
MIM,"Mixtec, Alacatlatzala"
MIN,Milikin
MIO,"Mixtec, Pinotepa Nacional"
MIP,"Mixtec, Apasco and Apoala"
MIQ,Mískito
MIR,"Mixe, Isthmus"
MIS,"Mixtec, Diuxi-tilantongo"
MIT,"Mixtec, Southern Puebla"
MIU,"Mixtec, Cacaloxtepec"
MIV,Mimi
MIW,Akoye
MIX,"Mixtec, Mixtepec"
MIY,"Mixtec, Ayutla"
MIZ,"Mixtec, Coatzospan"
MJA,Mahei
MJC,"Mixtec, San Juan Colorado"
MJD,Manx
MJE,Muskum
MJF,Manchu
MJG,Tu
MJH,Mwera
MJI,Kim Mun
MJJ,Mawak
MJK,Matukar
MJL,Mandeali
MJM,Medebur
MJN,Ma
MJO,Malankuravan
MJP,Malapandaram
MJQ,Malaryan
MJR,Malavedan
MJS,Malayalam
MJT,Sauria Paharia
MJU,Manna-dora
MJV,Mannan
MJW,Karbi
MJX,Mahali
MJY,Mahican
MJZ,Majhi
MKA,Mbre
MKB,Mal Paharia
MKC,Siliput
MKD,Marwari
MKE,Mawchi
MKF,Miya
MKG,Mak
MKH,"Masela, Central"
MKI,Dhatki
MKJ,Macedonian
MKK,Byep
MKL,Mokole
MKM,Moklen
MKN,"Malay, Kupang"
MKO,Mingang Doso
MKP,Maithili
MKQ,"Miwok, Bay"
MKR,Malas
MKS,"Mixtec, Silacayoapan"
MKT,Vamale
MKU,"Maninka, Konyanka"
MKV,Mafea
MKW,Munukutuba
MKX,"Manobo, Cinamiguin"
MKY,"Makian, East"
MKZ,Makasae
MLA,Malo
MLB,Mbule
MLC,Man Cao Lan
MLD,Malakhel
MLE,Manambu
MLF,"Mal, Khatin, Htin, Thin, Tin"
MLG,Mogholi
MLH,Mape
MLI,Malay
MLJ,Miltu
MLK,Malakote
MLL,Malua Bay
MLM,Mulam
MLN,Malango
MLO,"Mbundu, Loanda"
MLP,Bargam
MLQ,"Maninkakan, Western"
MLR,Pelasla
MLS,Maltese
MLT,Malimpung
MLU,To'abaita
MLV,Motlav
MLW,Moloko
MLX,Malfaxal
MLY,Mondropolon
MLZ,Malaynon
MMA,Mama
MMB,Momina
MMD,Maonan
MME,Mae
MMF,Mundat
MMG,"Ambrym, North"
MMH,Mehináku
MMI,Musar
MMJ,Majhwar
MMK,Mukha-dora
MML,Man Met
MMM,Maii
MMN,Mamanwa
MMO,"Buang, Mangga"
MMP,Musan
MMQ,Musak
MMR,"Hmong, Western Xiangxi"
MMS,"Mam, Southern"
MMT,Malalamai
MMU,Mmaala
MMV,Miriti
MMW,Emae
MMX,Madak
MMY,Migaama
MMZ,Mabaale
MNA,Mbula
MNB,"Buriat, Russia"
MNC,"Mnong, Central"
MND,Mondé
MNE,Naba
MNF,Umbundu
MNG,"Mnong, Eastern"
MNH,Mono
MNI,"Maninkakan, Eastern"
MNJ,Munji
MNK,"Mandinka, Mandé"
MNL,Tiale
MNM,Mapena
MNN,"Mnong, Southern"
MNO,Mokilese
MNP,"Chinese, Min Bei"
MNQ,Minriq
MNR,Meitei
MNS,Mansi
MNT,Maykulan
MNU,Mer
MNV,Rennell
MNW,Mon
MNX,Manikion
MNY,Manyawa
MNZ,Moni
MOA,Mwan
MOB,Moinba
MOC,Mocoví
MOD,Mobilian
MOE,Montagnais
MOF,Mohegan-montauk-narragansett
MOG,Mongondow
MOH,Mohawk
MOI,Mboi
MOJ,Monzombo
MOK,Morori
MOL,Monimbo
MOM,Mongo-nkundu
MON,Mono
MOO,Monom
MOP,Mopán Maya
MOQ,Mor
MOR,Moro
MOS,"Mixtec, Northern Tlaxiaco"
MOT,Bari
MOU,Mogum
MOV,Mohave
MOW,Moi
MOX,Molima
MOY,Shekkacho
MOZ,Mukulu
MPA,Mpoto
MPB,Mullukmulluk
MPC,Mangarayi
MPD,Machinere
MPE,Majang
MPF,"Mam, Tajumulco"
MPG,Marba
MPH,Maung
MPI,Mpade
MPJ,Martu Wangka
MPK,Mbara
MPL,"Watut, Middle"
MPM,"Mixtec, Yosondúa"
MPN,Mindiri
MPO,Miu
MPP,Migabac
MPQ,Matís
MPR,Vangunu
MPS,Dadibi
MPT,Mian
MPU,Minangkabau
MPV,Munkip
MPW,Mapidian
MPX,Misima-paneati
MPY,Mapia
MPZ,Mpi
MQA,Maba
MQB,Mbuko
MQC,Mangole
MQD,Madang
MQE,Matepi
MQF,Momuna
MQG,"Malay, Kota Bangun Kutai"
MQH,"Mixtec, Tlazoyal Tepec"
MQI,Mariri
MQJ,Mamasa
MQK,"Manobo, Rajah Kabunsuwan"
MQL,Mbelime
MQM,Magahi
MQN,Moronene
MQO,Modole
MQP,Manipa
MQQ,Minokok
MQR,Mander
MQS,"Makian, West"
MQT,Mok
MQU,Mandari
MQV,Mosimo
MQW,Murupi
MQX,Mamuju
MQY,Manggarai
MQZ,Malasanga
MRA,"Mlabri, Yumbri"
MRB,Marino
MRC,Maricopa
MRD,"Magar, Western"
MRE,Martha's Vineyard Sign Language
MRF,Elseng
MRG,Miri
MRH,"Chin, Mara"
MRI,Marwari
MRJ,"Mari, Western"
MRK,Hmwaveke
MRL,Mortlockese
MRM,Merlav
MRN,Cheke Holo
MRO,Mru
MRP,Morouas
MRQ,"Marquesan, North"
MRR,Maria
MRS,Maragus
MRT,Marathi
MRU,Mono
MRV,Mangareva
MRW,Maranao
MRX,Maremgi
MRY,"Mandaya, Karaga"
MRZ,Marind
MSA,Masalit
MSB,Masbatenyo
MSC,"Maninka, Sankaran"
MSD,Yucatec Maya Sign Language
MSE,Musey
MSF,Mekwei
MSG,Moraid
MSH,"Maalgasy, Masikoro"
MSI,"Malay, Sabah"
MSJ,Ma
MSK,Mansaka
MSL,Molof
MSM,"Manobo, Agusan"
MSN,Mosina
MSO,Mombum
MSP,Maritsauá
MSQ,Caac
MSR,Makasar
MSS,"Masela, West"
MST,"Mandaya, Cataelano"
MSU,Musom
MSV,Maslam
MSW,Mansoanka
MSX,Moresada
MSY,Aruamu
MSZ,Momare
MTA,"Manobo, Cotabato"
MTB,Anyin Morofo
MTC,Munit
MTD,Mualang
MTE,Mono
MTF,Murik
MTG,Una
MTH,Munggui
MTI,Maiwa
MTJ,Moskona
MTK,Mbe'
MTL,Montol
MTM,Mator
MTN,Matagalpa
MTO,"Mixe, Totontepec"
MTP,Wichí Lhamtés Nocten
MTQ,Muong
MTR,Mewari
MTS,Yora
MTT,Mota
MTU,"Mixtec, Tututepec"
MTV,Asaro'o
MTW,Magahat
MTX,"Mixtec, Tidaá"
MTY,Nabi
MTZ,Tacanec
MUA,Mundang
MUB,Mubi
MUC,Mbu'
MUD,Mednyj Aleut
MUE,Media Lengua
MUG,Musgu
MUH,Mündü
MUI,Musi
MUJ,Mabire
MUK,Mugom
MUL,Mumuye
MUM,Maiwala
MUN,Mundani
MUO,Nyong
MUP,Malvi
MUQ,"Hmong, Eastern Xiangxi"
MUR,Murle
MUS,Mantsi
MUT,"Muria, Western"
MUU,Yaaku
MUV,Muthuvan
MUW,Mundari
MUX,Mbo-ung
MUY,Muyang
MUZ,Mursi
MVA,Manam
MVB,Mattole
MVC,"Mam, Central"
MVD,Mamboru
MVF,"Mongolian, Peripheral"
MVG,"Mixtec, Yucuañe"
MVH,Mire
MVI,Miyako
MVJ,"Mam, Todos Santos Cuchumatán"
MVK,Mekmek
MVL,Mbara
MVM,Muya
MVN,Minaveha
MVO,Marovo
MVP,Duri
MVQ,Moere
MVR,Marau
MVS,Massep
MVT,Mpotovoro
MVU,Marfa
MVV,Tagal Murut
MVW,Machinga
MVX,Meoswar
MVY,"Kohistani, Indus"
MVZ,Mesqan
MWA,Mwatebu
MWB,Juwal
MWC,Are
MWD,Mudbura
MWE,Mwera
MWF,Murrinh-patha
MWG,Aiklep
MWH,Mouk-aria
MWI,Labo
MWJ,Maligo
MWK,"Maninkakan, Kita"
MWL,Miranda Do Douro
MWM,Sar
MWN,Mwanga
MWO,"Maewo, Central"
MWP,Kala Lagaw Ya
MWQ,"Chin, Mün"
MWR,Marka
MWS,Mwimbi-muthambi
MWT,Moken
MWU,Mittu
MWV,Mentawai
MWW,Hmong Daw
MWX,Mediak
MWY,Mosiro
MWZ,Moingi
MXA,"Mixtec, Northwest Oaxaca"
MXB,"Mixtec, Tezoatlán"
MXC,Manyika
MXD,Modang
MXE,Mele-fila
MXF,Malgbe
MXG,Mbangala
MXH,Mvuba
MXI,Mozarabic
MXJ,Miju
MXK,Monumbo
MXL,"Gbe, Maxi"
MXM,Meramera
MXN,Moi
MXO,Mbowe
MXP,"Mixe, Tlahuitoltepec"
MXQ,"Mixe, Juquila"
MXR,"Kayan, Murik"
MXS,"Mixtec, Huitepec"
MXT,"Mixtec, Jamiltepec"
MXU,Mada
MXV,"Mixtec, Metlatonoc"
MXW,Mari
MXX,Mahou
MXY,"Mixtec, Southeastern Nochixtlán"
MYA,"Mambila, Cameroon"
MYB,Mbay
MYC,Mayeka
MYD,Maramba
MYE,Myene
MYF,Bambassi
MYG,Manta
MYH,Makah
MYI,Mina
MYJ,Mangayat
MYK,"Senoufo, Mamara"
MYL,Moma
MYM,Me'en
MYN,Muna
MYO,Anfillo
MYP,Pirahã
MYQ,"Maninka, Forest"
MYR,Muniche
MYS,Mesmes
MYT,"Mandaya, Sangab"
MYU,Mundurukú
MYV,Erzya
MYW,Muyuw
MYX,Masaba
MYY,Macuna
MYZ,"Mandaic, Classical"
MZA,"Mixtec, Santa María Zacatepec"
MZB,Tumzabt
MZC,Madagascar Sign Language
MZD,Malimba
MZE,Morawa
MZF,Aiku
MZG,Monastic Sign Language
MZH,Wichí Lhamtés Güisnay
MZJ,Manya
MZK,"Mambila, Nigeria"
MZL,"Mixe, Mazatlán"
MZM,Marshallese
MZN,Mazanderani
MZO,Matipuhy
MZP,Movima
MZQ,Mori Atas
MZR,Marúbo
MZS,Macanese
MZT,Mintil
MZU,Inapang
MZV,Manza
MZW,Deg
MZX,Mawayana
MZY,Mozambican Sign Language
MZZ,Maiadomu
NAA,Nandu-tari
NAB,"Nambikuára, Southern"
NAC,Narak
NAD,Nijadali
NAE,Naka'ela
NAF,Nabak
NAG,Naga Pidgin
NAH,"Náhuatl, Guerrero"
NAI,"Náhuatl, Eastern Huasteca"
NAJ,Nalu
NAK,Nakanai
NAL,Nalik
NAM,Nangikurrunggurr
NAN,Nanggu
NAO,Naaba
NAP,Napu
NAQ,Nama
NAR,Iguta
NAS,Naasioi
NAT,Hungworo
NAU,"Náhuatl, Isthmus-mecayapan"
NAV,Navajo
NAW,Nawuri
NAX,Nakwi
NAY,Narrinyeri
NAZ,"Náhuatl, Coatepec"
